Date	SST	SSS	NO3	PO4	Si	Fe	Chl-a	Oxygen	SPCO2
17/08/2022	28.02018166	34.69618225	0.003120837	0.188350067	1.947416306	0.000884399	0.155740246	204.7436523	37.28913879
18/08/2022	27.91341209	34.68730927	0.002570428	0.188828364	1.927691579	0.000888987	0.150984228	204.6801758	37.27233505
19/08/2022	27.76903534	34.68819809	0.002278583	0.189025223	1.920674086	0.000845506	0.142409906	204.6168213	37.42629623
20/08/2022	27.67648888	34.70970535	0.002295368	0.189475656	1.919756413	0.000822403	0.14041166	204.6560211	37.38521576
21/08/2022	27.55996132	34.72777557	0.002889602	0.190138236	1.915692091	0.000801142	0.150403798	204.7474823	37.29243088
22/08/2022	27.5191021	34.74817276	0.004022687	0.190633506	1.921769142	0.000787995	0.166618288	204.8792419	37.30087662
23/08/2022	27.60351181	34.78821182	0.004459264	0.191046283	1.93343401	0.000787675	0.182262942	204.9692078	37.31816483
24/08/2022	27.64761162	34.80541229	0.004989997	0.19184199	1.938768983	0.000777291	0.196337849	205.0296173	37.25823593
25/08/2022	27.5702858	34.79639053	0.00545798	0.192458138	1.933580518	0.000755483	0.205269814	205.1409149	37.2436409
26/08/2022	27.54008102	34.79645157	0.006307012	0.193475232	1.923974395	0.000740065	0.2146741	205.2893066	37.32914352
27/08/2022	27.55465698	34.81186295	0.005385272	0.195811227	1.911613464	0.000748854	0.218261719	205.4272003	37.42121887
28/08/2022	27.61907578	34.80952454	0.00417496	0.198562413	1.907201886	0.000765873	0.207812935	205.4624176	37.57400894
29/08/2022	27.66572762	34.78219604	0.004026222	0.199655995	1.907110095	0.000768968	0.19151105	205.3314667	37.85065079
30/08/2022	27.57248497	34.73973465	0.003758389	0.199390471	1.889278173	0.000754784	0.181551695	205.2672272	38.03922272
31/08/2022	27.5945282	34.72839355	0.003819761	0.200991273	1.850058079	0.000730775	0.185516343	205.2586212	38.14177704
01/09/2022	27.67110443	34.73297882	0.004037696	0.205172554	1.802289724	0.000707861	0.19645445	205.2649841	38.35868073
02/09/2022	27.86481285	34.739254	0.004386393	0.20883806	1.765594006	0.000700133	0.199821472	205.2197571	38.68463516
03/09/2022	27.73429871	34.78612518	0.003606867	0.208695859	1.764860868	0.000700713	0.195969313	205.1508636	38.66970444
04/09/2022	27.72769928	34.79295349	0.003841917	0.206392258	1.783474803	0.000689534	0.194484815	205.0115204	38.34428406
05/09/2022	27.67419434	34.79387665	0.004123507	0.205371156	1.787829161	0.000673664	0.19223617	204.8819427	38.22819901
06/09/2022	27.92679787	34.82397079	0.004529193	0.205373466	1.782003641	0.000664705	0.182624936	204.7562561	38.44890594
07/09/2022	28.38918495	34.86166763	0.004486606	0.203941077	1.789957404	0.000660531	0.168091744	204.5727081	38.62360382
08/09/2022	28.72881889	34.77593994	0.003985262	0.201991126	1.810534239	0.000655132	0.154610425	204.2208252	38.62820053
09/09/2022	28.64020729	34.75058746	0.003865261	0.203809857	1.810110927	0.000642641	0.150843129	203.9776154	38.62581253
10/09/2022	28.34382439	34.72517776	0.004042186	0.209825978	1.780331492	0.000629658	0.156047583	203.9659424	38.59949875
11/09/2022	28.44867325	34.75580597	0.004690967	0.212698534	1.761154413	0.000623246	0.157008931	203.8649445	38.88253021
12/09/2022	28.40847397	34.74024582	0.004020001	0.214378357	1.742868304	0.000619927	0.153303251	203.7393951	39.11404037
13/09/2022	28.32803345	34.77939606	0.003540353	0.22059004	1.692830682	0.000616633	0.158853635	203.5565033	39.17950439
14/09/2022	28.14437485	34.77130127	0.003630163	0.225796774	1.656521797	0.000614565	0.165335909	203.2753601	39.2750206
15/09/2022	28.17744446	34.76767349	0.003914676	0.225117147	1.660268068	0.000612089	0.162735328	203.1551666	39.35017014
16/09/2022	28.35393715	34.71912003	0.004773548	0.222369507	1.672307611	0.000610661	0.154389769	202.9042053	39.40787888
17/09/2022	28.40091896	34.69326401	0.00531553	0.221237555	1.675043464	0.000611398	0.149693593	202.9612427	39.36268997
18/09/2022	28.72485733	34.71390533	0.005590921	0.223967925	1.661352396	0.000615843	0.153302088	203.0899353	39.59717941
19/09/2022	28.8112011	34.67647934	0.005559284	0.226907551	1.655999899	0.000635225	0.15670833	203.0591125	40.06784439
20/09/2022	28.58296585	34.73163605	0.004842178	0.22661458	1.659024835	0.000652378	0.152477339	203.0356445	40.2062149
21/09/2022	28.6372509	34.74799728	0.005585429	0.225366965	1.659500003	0.000649696	0.149259225	202.9298248	40.12669373
22/09/2022	28.67376709	34.67467117	0.005809547	0.224964544	1.657901287	0.000653039	0.148233414	202.789505	40.16507721
23/09/2022	28.92698669	34.70585632	0.005330902	0.225033656	1.666728854	0.000676689	0.146226555	202.6598206	40.48866272
24/09/2022	28.84951591	34.71961594	0.004135387	0.224670932	1.694887757	0.00069977	0.141550168	202.677475	40.62286758
25/09/2022	28.6643486	34.73049545	0.003210464	0.224026993	1.72026372	0.0007042	0.137129083	202.6651917	40.3184166
26/09/2022	28.7315731	34.73863602	0.004058465	0.222841948	1.716599345	0.000694696	0.135867774	202.5104523	40.13589478
27/09/2022	28.98732758	34.7139473	0.005563916	0.221977085	1.70300591	0.000688594	0.137787774	202.3739166	40.40242767
28/09/2022	29.44223213	34.72914505	0.005923126	0.221663326	1.707979202	0.00069611	0.140135273	202.4281006	40.90447998
29/09/2022	29.47482109	34.70016479	0.003756846	0.221472904	1.72433579	0.000705637	0.13596195	202.3767242	40.94879913
30/09/2022	29.7305088	34.67815781	0.004682367	0.220031843	1.730434418	0.000703513	0.136433706	201.7977905	40.96782684
01/10/2022	29.82060242	34.66991043	0.005661797	0.218448743	1.724104643	0.000696648	0.139737144	201.5953674	41.28990936
02/10/2022	29.59607887	34.6502533	0.004755284	0.217461631	1.72422564	0.000696419	0.139631778	201.6495514	41.36940002
03/10/2022	29.71674347	34.6678009	0.004341354	0.216299579	1.728711605	0.00069762	0.138128266	201.8009491	41.38748932
04/10/2022	30.09395409	34.71820068	0.005026062	0.214587852	1.728129864	0.00069577	0.138560742	201.5980682	41.57653427
05/10/2022	29.83504868	34.68172836	0.003878125	0.21336934	1.725986242	0.000693401	0.136573792	201.8162994	41.42247772
06/10/2022	29.80771065	34.71471024	0.003023923	0.212102562	1.72785449	0.000692882	0.131913006	201.7867279	41.16711426
07/10/2022	29.78957939	34.67227554	0.002978531	0.210989594	1.731960297	0.000694927	0.12949273	201.530304	41.02207947
08/10/2022	29.76473808	34.70724869	0.003203456	0.209989697	1.730271816	0.000696367	0.129423738	201.1982727	41.02550888
09/10/2022	29.43741608	34.61335373	0.002754813	0.209397927	1.727179885	0.00069783	0.128558129	201.306839	41.02203751
10/10/2022	29.6507225	34.54560471	0.004073581	0.20793733	1.729488254	0.000699528	0.129091665	200.9754639	40.69206619
11/10/2022	29.67723274	34.49403763	0.004845609	0.20681195	1.717015147	0.000695229	0.131174698	200.825531	40.63284683
12/10/2022	29.69587517	34.50651169	0.00363933	0.209603295	1.685405493	0.00068665	0.129367337	201.173645	41.00098419
13/10/2022	29.65074539	34.41327286	0.003030446	0.214122519	1.670877218	0.000686796	0.126548007	201.4438019	41.35300827
14/10/2022	29.82705688	34.54775238	0.002802784	0.214941859	1.682987332	0.000693015	0.124268018	201.4745789	41.4140892
15/10/2022	30.10430527	34.7813797	0.002704408	0.209432453	1.734069347	0.000727745	0.123669416	201.3067474	41.35743332
16/10/2022	29.87246895	34.82249069	0.002629286	0.204450667	1.793987274	0.000809323	0.123416439	201.4501038	41.18069458
17/10/2022	29.90725708	34.845047	0.0031641	0.20382303	1.800394654	0.000824625	0.124080814	201.7162018	41.24134445
18/10/2022	30.21553612	34.83462143	0.003636852	0.205497041	1.770855784	0.000787802	0.12633194	201.7184906	41.68641663
19/10/2022	30.07459068	34.69966507	0.003371494	0.208010733	1.731473804	0.000752559	0.126892567	201.6401672	41.96689987
20/10/2022	30.29075623	34.70913696	0.004459843	0.207712948	1.714384556	0.000743286	0.128005251	201.6141968	42.22782135
21/10/2022	30.5506382	34.72734451	0.00456884	0.205707192	1.712373376	0.000744596	0.130835712	201.5618744	42.71027756
22/10/2022	30.49342537	34.63299942	0.002882073	0.207597315	1.684756875	0.000728938	0.128421575	201.0697632	42.84537125
23/10/2022	30.30285645	34.3237915	0.002673563	0.213593021	1.653741002	0.000720473	0.125092924	200.8058319	42.68095016
24/10/2022	30.48493195	34.2960968	0.002826117	0.219273239	1.644771457	0.000732246	0.123415239	200.8350525	42.65567017
25/10/2022	30.70559311	34.31496048	0.003281271	0.220036909	1.641781926	0.00074651	0.124194056	200.728775	42.78133392
26/10/2022	30.95707321	34.32575607	0.004396705	0.217955038	1.639291286	0.000748532	0.127094746	200.8031006	43.14822769
27/10/2022	30.95571709	34.33356476	0.003882419	0.215264291	1.637547255	0.000746936	0.128843069	200.912735	43.35964584
28/10/2022	30.89477348	34.36159134	0.003181061	0.213017553	1.636210561	0.000745655	0.127822921	200.7395325	43.29508591
29/10/2022	30.77617264	34.35620117	0.003015868	0.210080937	1.635905743	0.000745169	0.126575261	200.6545105	43.06098557
30/10/2022	30.96120453	34.31112289	0.004003395	0.205719054	1.643487096	0.000750697	0.127928883	200.5898132	42.97608185
31/10/2022	31.16065407	34.36748886	0.00455974	0.205282301	1.640254736	0.000753224	0.131046981	200.4984589	43.36195755
01/11/2022	31.1832943	34.31140518	0.005378508	0.207237601	1.622670531	0.000748593	0.133436456	199.5366211	43.64309692
02/11/2022	30.95666313	34.30631256	0.004233498	0.20990181	1.615170121	0.000749776	0.133247718	199.3837891	43.37475967
03/11/2022	31.01144791	34.28317642	0.004175913	0.211532056	1.615547061	0.000755878	0.1334856	199.3933716	43.16049576
04/11/2022	30.86767006	34.21042252	0.002946126	0.209629536	1.619170308	0.000756183	0.131140172	199.5459595	43.13985443
05/11/2022	30.98641014	34.19285202	0.003018856	0.205727637	1.617821455	0.000757771	0.129580289	199.4750824	42.98818207
06/11/2022	30.87576675	34.19741058	0.003087521	0.201777294	1.619851112	0.00077023	0.128802836	199.8491516	42.86548996
07/11/2022	30.98059273	34.22177124	0.003529737	0.200720534	1.617074132	0.000776283	0.129170612	200.3620605	42.86555862
08/11/2022	31.09846687	34.25271606	0.003715495	0.204200625	1.607047081	0.000775461	0.130233973	200.5766449	43.15406418
09/11/2022	31.02739906	34.29343033	0.003401992	0.207336649	1.603751779	0.000773894	0.129471049	200.4682312	43.31748581
10/11/2022	31.06614304	34.35814285	0.003411172	0.203846812	1.608473778	0.00076726	0.128933057	200.3884735	43.20055008
11/11/2022	31.24843407	34.40436935	0.004073983	0.196918279	1.617305994	0.000766535	0.13078025	200.4719238	43.1966362
12/11/2022	31.28160477	34.46640015	0.004319017	0.1922227	1.623654723	0.000779535	0.133600309	200.7144623	43.32528305
13/11/2022	31.19997787	34.48651505	0.004282461	0.192452371	1.616478562	0.000781602	0.134090617	200.7543182	43.4330101
14/11/2022	31.16982079	34.48614883	0.004319178	0.194145054	1.60822618	0.000772373	0.133667141	200.6163635	43.45201874
15/11/2022	31.40835381	34.48928833	0.004794785	0.192354873	1.607196212	0.000757386	0.13507241	200.4186249	43.61251068
16/11/2022	31.23926163	34.50481033	0.004510859	0.188159674	1.605818391	0.000743691	0.136427179	199.9811707	43.68558502
17/11/2022	31.13491631	34.53971481	0.003722079	0.184755698	1.602401257	0.000741228	0.132616237	199.7818756	43.11056137
18/11/2022	31.04705238	34.57212067	0.003449474	0.182527542	1.599604249	0.000747784	0.128796697	199.5791779	42.67396164
19/11/2022	30.98482895	34.52555847	0.003076306	0.182498008	1.594465256	0.000752847	0.125284642	199.2915039	42.57017136
20/11/2022	30.8075428	34.51972198	0.002980563	0.184732154	1.591482401	0.0007685	0.119846612	199.5892792	42.28170395
21/11/2022	30.90128326	34.50426483	0.003773813	0.186866328	1.594424963	0.000814814	0.117842481	199.5740204	42.25836182
22/11/2022	31.11195564	34.59877777	0.004234301	0.186951309	1.598625064	0.00086033	0.120256379	199.0737762	42.50628281
23/11/2022	30.90812111	34.51710129	0.003937632	0.184828684	1.598305941	0.000868259	0.121720843	198.8870697	42.47624969
24/11/2022	30.75497437	34.51774216	0.002680728	0.182802409	1.595206976	0.000863002	0.119239941	199.1718445	42.3105545
25/11/2022	30.88684464	34.44408417	0.003630451	0.181711182	1.591240644	0.000864368	0.119772144	199.0013428	42.43332291
26/11/2022	30.95336151	34.59037399	0.0045952	0.184202626	1.589866877	0.00090257	0.1231215	198.9620361	42.79661179
27/11/2022	30.73138237	34.55958557	0.002473066	0.187536687	1.587644696	0.000935853	0.118899412	199.2437897	42.65175247
28/11/2022	30.59552956	34.46261597	0.001887657	0.185231522	1.58412075	0.000930142	0.11542026	199.1230316	42.14502716
29/11/2022	30.38618469	34.43925858	0.001684414	0.18185845	1.579244256	0.000895097	0.110647976	199.017395	41.79890442
30/11/2022	30.1917305	34.46099091	0.001563001	0.180327997	1.577406287	0.0008624	0.105866469	198.9352875	41.49462128
01/12/2022	29.92226219	34.4456749	0.001495094	0.179604784	1.601540208	0.000844735	0.103694871	198.8427582	41.25677872
02/12/2022	29.81987	34.42509842	0.001676021	0.179155439	1.653123856	0.000836598	0.103320844	198.8984833	41.11539459
03/12/2022	29.88905334	34.40116119	0.001994095	0.178412303	1.678944111	0.000830579	0.104318351	198.9594879	41.07701874
04/12/2022	30.1280098	34.4179039	0.002841852	0.177347451	1.691631675	0.000835167	0.107100628	198.9848175	41.31071472
05/12/2022	30.44761658	34.47755814	0.004008024	0.175892249	1.706493378	0.000844502	0.112069115	199.0503998	41.74195862
06/12/2022	30.54542542	34.5041275	0.0039932	0.174261138	1.711790562	0.000844359	0.116611838	199.2314758	41.92884064
07/12/2022	30.5108757	34.5148735	0.003093479	0.173029304	1.716782689	0.000844066	0.117277764	199.3403931	41.81394196
08/12/2022	30.62007141	34.53256607	0.003317959	0.17188397	1.711260915	0.000842417	0.117531262	199.377243	41.77531433
09/12/2022	30.75215912	34.5569458	0.003694025	0.170599356	1.689987779	0.000838621	0.119616076	199.4930725	41.96389771
10/12/2022	30.67886353	34.58313751	0.003028941	0.170583189	1.644132257	0.00083012	0.120349117	199.6309967	41.96554184
11/12/2022	30.94534683	34.58687592	0.003789185	0.17358698	1.584367037	0.000816369	0.122566015	199.4852905	42.10675049
12/12/2022	30.63998032	34.59508133	0.00370304	0.176994815	1.551546693	0.000808047	0.123613767	199.7681122	42.14017868
13/12/2022	30.72874451	34.58185959	0.004121716	0.177820385	1.536917448	0.000806051	0.124158919	199.7902069	41.97261429
14/12/2022	30.85686302	34.60428238	0.003807812	0.176042423	1.528820872	0.00080349	0.125572756	199.1531982	42.22579575
15/12/2022	30.48437881	34.55223083	0.002270754	0.174596578	1.525093794	0.000804723	0.121478967	199.1992188	41.96901703
16/12/2022	30.39828682	34.56043243	0.001959983	0.172218829	1.526016831	0.000806743	0.117479801	199.1744995	41.50769043
17/12/2022	30.21783066	34.52241898	0.001751422	0.168719932	1.539966464	0.000809034	0.112326652	199.060257	41.32091904
18/12/2022	29.9792881	34.47289276	0.002251491	0.166280538	1.56609869	0.000812531	0.105014935	198.8607025	40.95850754
19/12/2022	29.80000496	34.4423027	0.002544826	0.165183663	1.596035719	0.000816971	0.101682007	198.7312469	40.70245743
20/12/2022	29.72408867	34.40944672	0.002011478	0.164852291	1.618520737	0.000823334	0.100512646	198.5702972	40.59534836
21/12/2022	29.67707062	34.41889191	0.001677156	0.165493384	1.635154009	0.00083837	0.100655936	198.6224213	40.54879379
22/12/2022	29.75227356	34.46046066	0.001893768	0.166150004	1.65088582	0.00086049	0.102295041	198.7386322	40.64687729
23/12/2022	30.18420029	34.49163437	0.002763088	0.164092794	1.671412349	0.000880265	0.104844823	198.697525	40.93939972
24/12/2022	29.92138672	34.47938156	0.002146317	0.160371825	1.694084525	0.000895833	0.105500616	198.4311981	40.92670441
25/12/2022	29.70313454	34.45803452	0.001762562	0.156485438	1.735211849	0.00091781	0.103501581	198.8937683	40.53662491
26/12/2022	29.62371635	34.46548843	0.002032627	0.151391432	1.784082413	0.000911019	0.102363162	199.0531769	40.14429855
27/12/2022	29.52878952	34.46385574	0.002046886	0.152108476	1.799910665	0.000893981	0.100479946	199.3076324	39.95402908
28/12/2022	29.53258896	34.48999786	0.001934404	0.149458751	1.835990071	0.000901472	0.10183353	199.6612854	39.92996597
29/12/2022	29.54625511	34.51928711	0.001918119	0.138225108	1.91576612	0.000933679	0.104388282	199.863678	40.06245041
30/12/2022	29.44310188	34.54853058	0.001718736	0.12394926	2.004651546	0.000975952	0.105211169	199.8700714	40.15076447
31/12/2022	29.2330265	34.578022	0.001705834	0.118412696	2.062953949	0.001028165	0.106598973	200.2111053	40.10893631
01/01/2023	29.13907623	34.58916473	0.001862666	0.112368762	2.110136747	0.001095594	0.10784553	200.1889801	40.13139725
02/01/2023	29.03508949	34.53045273	0.001929868	0.105278522	2.149552584	0.001177573	0.107249394	199.8616028	40.31912994
03/01/2023	29.04720116	34.44559097	0.002128801	0.103671134	2.153823853	0.001243884	0.108069181	199.6583099	40.54299164
04/01/2023	29.13675499	34.4303093	0.002040196	0.108344927	2.137444019	0.001293784	0.1090011	199.6446838	40.69805145
05/01/2023	29.24498367	34.41173935	0.001793566	0.120573938	2.097246408	0.001354745	0.110570297	199.8317413	40.75665665
06/01/2023	29.22011757	34.40940094	0.001613931	0.13363272	2.049447536	0.001385388	0.111654565	200.1467285	40.71884918
07/01/2023	29.13162804	34.41468811	0.001611896	0.138705835	2.036100388	0.00138859	0.110623494	200.1853333	40.61907959
08/01/2023	29.19620705	34.39496994	0.001881485	0.137643471	2.070920229	0.001429023	0.109160416	199.7873535	40.50998306
09/01/2023	29.10968399	34.37663651	0.002046458	0.135341197	2.098718643	0.001431654	0.108614951	199.8969116	40.36711502
10/01/2023	29.06921959	34.38583755	0.00228812	0.132963076	2.110447884	0.001404679	0.110919684	200.0051727	40.25999832
11/01/2023	29.12363815	34.41166306	0.002165574	0.130882859	2.11350441	0.001374918	0.111700311	200.0549622	40.3029213
12/01/2023	29.06484032	34.44221878	0.002079567	0.129676715	2.109284163	0.001338455	0.110512011	200.234314	40.26848984
13/01/2023	29.1817379	34.46311569	0.002350491	0.128594711	2.105875254	0.001308057	0.110842295	200.3022308	40.3006134
14/01/2023	29.30685234	34.44551849	0.002487071	0.127300411	2.109548092	0.001289565	0.111325599	200.1568909	40.5570488
15/01/2023	29.44387245	34.43975449	0.003037906	0.1266426	2.114262581	0.001270622	0.112072177	200.1217194	40.73608398
16/01/2023	29.87129784	34.42111588	0.004534004	0.126201749	2.119442701	0.001257485	0.114208274	200.1378632	41.09226608
17/01/2023	30.03397179	34.42481995	0.005243243	0.124480762	2.132694721	0.001250568	0.117870331	200.1430664	41.57410812
18/01/2023	29.72215652	34.43513107	0.003123492	0.122389697	2.155015707	0.001231776	0.114476964	200.0988312	41.49583054
19/01/2023	29.47420502	34.49027252	0.001996543	0.122471064	2.159435987	0.001185961	0.108211197	200.256073	40.94932938
20/01/2023	29.4351387	34.51167297	0.002027899	0.124291897	2.141964912	0.001161624	0.107075773	200.153244	40.56308365
21/01/2023	29.43029404	34.48376083	0.001993609	0.12669152	2.116513014	0.00113403	0.107630163	200.0938416	40.46375275
22/01/2023	29.24833679	34.48018646	0.001960339	0.127922848	2.106932878	0.001088671	0.109396882	200.2929077	40.39113998
23/01/2023	29.16287422	34.53593445	0.002079578	0.127412096	2.112820625	0.001054711	0.109790184	200.2291412	40.33925247
24/01/2023	29.17431259	34.58254242	0.00228912	0.126611337	2.121606112	0.001033756	0.109167226	200.1142426	40.37505722
25/01/2023	29.52451324	34.58848953	0.004094485	0.126142606	2.12291193	0.001016838	0.110851981	200.0216522	40.73386002
26/01/2023	29.77906227	34.54335785	0.006489061	0.125069484	2.117526054	0.000996198	0.116830155	199.6085663	41.24023438
27/01/2023	29.61540604	34.49921036	0.006628297	0.123582236	2.11300087	0.000978988	0.122229688	199.2214661	41.11169815
28/01/2023	29.54269409	34.3694725	0.004755015	0.123442136	2.106364012	0.000970827	0.121173516	198.9300385	40.57481766
29/01/2023	29.30669975	34.41030502	0.003902324	0.124195889	2.106650352	0.000964981	0.117041714	199.2038269	40.21204758
30/01/2023	29.34265137	34.40420914	0.003630455	0.124295779	2.110145092	0.000969663	0.115722321	199.4992828	40.153862
31/01/2023	29.33897781	34.42914581	0.00336715	0.123833023	2.113992929	0.000976439	0.116132364	199.4015045	40.29313278
01/02/2023	29.45606613	34.45084381	0.003197184	0.123198263	2.119636297	0.000980499	0.116790101	199.2841339	40.3939209
02/02/2023	29.37264824	34.43991852	0.003032477	0.122638732	2.129234314	0.00098545	0.115625329	199.2510529	40.35009003
03/02/2023	29.24576378	34.44500351	0.002608883	0.122757331	2.142694712	0.000987195	0.110969149	199.4621277	40.19699478
04/02/2023	29.06537628	34.42375946	0.002607797	0.122910254	2.149244785	0.00097432	0.109167323	199.5268097	40.08860016
05/02/2023	28.93880653	34.42106628	0.002747355	0.122634977	2.156387806	0.000944866	0.109376706	199.5534668	40.04502869
06/02/2023	29.04349709	34.4299202	0.003274382	0.12187352	2.164870501	0.000927491	0.11085318	199.5194092	40.21944427
07/02/2023	28.97309494	34.42830276	0.003005372	0.120795399	2.175835371	0.000919398	0.111522533	199.4584656	40.37470627
08/02/2023	28.91875076	34.4135437	0.002580688	0.120073728	2.186938286	0.000907664	0.109636761	199.3056183	40.32339859
09/02/2023	28.73250389	34.35388565	0.002827871	0.121540569	2.193568468	0.000888575	0.105759427	199.5016632	40.20427704
10/02/2023	28.64533043	34.30318451	0.003136046	0.124364704	2.211402178	0.000864377	0.106165364	199.6615601	40.07108688
11/02/2023	28.60547638	34.30506897	0.002861628	0.125508815	2.233428478	0.00086318	0.106635474	199.7842712	40.12065506
12/02/2023	28.57858276	34.30406189	0.002627158	0.125198841	2.254998207	0.000870025	0.105895273	199.8111572	40.20270157
13/02/2023	28.57938576	34.29995346	0.002472743	0.124480002	2.267816782	0.000878149	0.105893791	199.8648071	40.25802994
14/02/2023	28.54663467	34.28214264	0.002528234	0.124716863	2.307581425	0.000891637	0.107817061	200.0185699	40.39404297
15/02/2023	28.46533203	34.2148819	0.002836916	0.126045704	2.369092226	0.000903102	0.112100385	200.2396393	40.53789139
16/02/2023	28.51915932	34.17979813	0.003190299	0.126483977	2.409817934	0.000911626	0.114791386	200.2780914	40.56335831
17/02/2023	28.6591301	34.18393707	0.003291269	0.125391528	2.420535088	0.000932055	0.114689685	200.1849365	40.4701004
18/02/2023	28.54347229	34.19134903	0.003144342	0.124395773	2.424466372	0.000957586	0.113311313	200.0870819	40.28105545
19/02/2023	28.44846153	34.14892578	0.003465769	0.126670733	2.445935965	0.000958698	0.116166972	200.1972198	40.24027634
20/02/2023	28.48416138	34.0101738	0.004387375	0.136294052	2.494514704	0.00095296	0.132184625	200.6854858	40.45586395
21/02/2023	28.68698311	33.82177353	0.004960667	0.144577354	2.565088034	0.000973966	0.139859065	201.4060822	40.68488693
22/02/2023	28.80452728	33.74645996	0.004976084	0.146116331	2.605434179	0.001001586	0.136486381	201.5933838	40.83388138
23/02/2023	28.61413193	33.79148483	0.003562651	0.145835876	2.62832737	0.001019224	0.131357208	201.7111664	40.68318176
24/02/2023	28.64910507	33.76181793	0.003423799	0.145808712	2.647551298	0.001039161	0.128283948	201.8746033	40.40078354
25/02/2023	28.86725044	33.65979004	0.002947747	0.146531954	2.654999256	0.001044675	0.126546979	202.0234833	40.46062088
26/02/2023	28.96253204	33.6584053	0.00269404	0.146398455	2.651221752	0.001036602	0.125645578	201.9411011	40.64147568
27/02/2023	28.95655823	33.68273926	0.002614169	0.144672647	2.635987759	0.001024202	0.125204653	201.774292	40.57090378
28/02/2023	29.04788971	33.66403961	0.002659856	0.141671926	2.612911463	0.001014115	0.125456244	201.3809814	40.63630295
01/03/2023	29.03396606	33.64953232	0.002263688	0.141925216	2.602161169	0.001007038	0.128397137	201.2941437	40.948349
02/03/2023	28.98996162	33.69249344	0.001925418	0.144416392	2.589798927	0.000998139	0.139122024	201.5957947	40.90650558
03/03/2023	29.06184196	33.76750565	0.00205602	0.146432206	2.588752031	0.000993915	0.148599058	201.7791748	40.76312637
04/03/2023	28.92515564	33.80055237	0.002064436	0.148891822	2.641935587	0.001014915	0.154581264	202.0889435	40.62520981
05/03/2023	28.7217598	33.75725174	0.002028118	0.150294065	2.69532609	0.0010325	0.160498306	202.3858948	40.29840088
06/03/2023	28.7480278	33.74436951	0.00218965	0.150711626	2.727693796	0.001039402	0.162120387	202.5774994	40.19865036
07/03/2023	28.85907173	33.76005173	0.002496697	0.150514111	2.754341602	0.001047372	0.157271355	202.7324829	40.27685165
08/03/2023	28.92961121	33.74982452	0.002635288	0.150555536	2.773006201	0.001057871	0.154103845	202.8063965	40.34806061
09/03/2023	28.93436623	33.56809616	0.002762628	0.152023017	2.769142151	0.001053326	0.157386869	202.8739929	40.33774948
10/03/2023	28.97564697	33.62166214	0.002872662	0.153403431	2.761616945	0.001044987	0.157129124	202.9395294	40.52335739
11/03/2023	29.05773926	33.66942215	0.003193576	0.154205039	2.766819239	0.001038174	0.153874502	202.9878082	40.89810562
12/03/2023	29.0407238	33.65497971	0.003745353	0.15566586	2.761752129	0.001027192	0.15585357	203.1762085	41.07006073
13/03/2023	29.3979435	33.63962173	0.004358692	0.156067505	2.735131979	0.001016256	0.15651305	203.4285889	41.38286972
14/03/2023	29.56586838	33.66373825	0.004518029	0.154557034	2.717552423	0.00101311	0.153468847	203.5234375	41.72241974
15/03/2023	29.65157318	33.65142822	0.005675751	0.150903091	2.720748425	0.001018152	0.151426077	203.5335693	41.89331055
16/03/2023	29.94677544	33.55993271	0.005751188	0.147470653	2.727557898	0.001024716	0.14931947	203.4182892	42.2108345
17/03/2023	29.89052773	33.5074234	0.006126765	0.145228177	2.731030464	0.001027446	0.14729172	203.2571564	42.28545761
18/03/2023	30.16723061	33.49491882	0.006399648	0.143572688	2.739934683	0.001029303	0.1463864	203.321701	42.42008972
19/03/2023	30.40411186	33.47796249	0.006382577	0.142099336	2.757858992	0.001039477	0.145923197	203.5367126	42.97842407
20/03/2023	30.55060005	33.49851227	0.006130451	0.140503183	2.766607761	0.001057607	0.146745235	203.7118988	43.4467392
21/03/2023	30.60450935	33.51871109	0.005263059	0.138933957	2.773443699	0.001075382	0.145545036	203.6244659	43.51594925
22/03/2023	30.68798637	33.51185226	0.005038629	0.136781827	2.791826248	0.001090944	0.14387849	203.5997925	43.36249924
23/03/2023	30.76327896	33.48628235	0.005133607	0.133353189	2.817337275	0.001104681	0.143605322	203.5109863	43.61196136
24/03/2023	30.69312477	33.47500992	0.004022916	0.130494699	2.840824604	0.001111812	0.141559437	203.1988373	43.75611115
25/03/2023	30.75666809	33.47260284	0.003595347	0.127338156	2.87899065	0.001122573	0.139484122	202.4490204	43.5771637
26/03/2023	30.28176117	33.36950684	0.002741214	0.124150328	2.952050924	0.001143322	0.133282661	201.7740479	42.71685791
27/03/2023	29.70410156	33.16253662	0.002554295	0.124572471	2.976559639	0.001136791	0.127560735	201.3166199	41.17316055
28/03/2023	29.30900574	33.19670868	0.002995729	0.12627244	2.948174953	0.001113774	0.127302557	201.1893921	40.13615799
29/03/2023	29.17618752	33.22078323	0.002819657	0.127230182	2.915163755	0.001089742	0.13012287	201.2901306	39.88722992
30/03/2023	29.10682106	33.19802094	0.002592891	0.128703028	2.92320466	0.001081749	0.130382389	201.7206726	39.75229263
31/03/2023	29.16136742	33.13034821	0.003110124	0.1288798	2.931314945	0.001099089	0.127373502	201.8760223	39.70717621
01/04/2023	29.3081913	32.90531921	0.00349992	0.126310691	2.919464588	0.00112775	0.120043933	201.2142792	40.2103157
02/04/2023	28.96167946	32.8349762	0.00236034	0.124207601	2.92925334	0.001139988	0.115153819	200.9697266	40.3517952
